raw_character_text,spoken_words
Lisa Simpson,amen lets eat
Homer Simpson,no im not done yet
Marge Simpson,but homer how long are we supposed to sit here and listen to you badmouth us to the man upstairs
Homer Simpson,im sorry marge but sometimes i think were the worst family in town
Marge Simpson,maybe we should move to a larger community
Bart Simpson,dont have a cow dad
Lisa Simpson,the sad truth is all families are like us
Homer Simpson,you think so huh well theres only one way to find out follow me
Homer Simpson,look at that kids no fighting no yelling
Bart Simpson,no belching
Lisa Simpson,the dad has a shirt on
Marge Simpson,look napkins
Homer Simpson,oh you think so well lets see whats behind door number two
Lisa Simpson,what are they doing
Marge Simpson,theyre having a conversation they actually enjoy talking to each other
Homer Simpson,i wish i could hear what theyre saying
Williams Boy,papa i believe i heard some rustling in the bushes
Mr. Williams,i did too better get my gun
Lisa Simpson,wheres he going
Homer Simpson,probably to get the old man his pipe and slippers
Bart Simpson,whoa look at this place what a dump
Homer Simpson,its worse than you think i just trampled these poor saps flower bed
Marge Simpson,homer this is our house
Marge Simpson,are you coming in homer
Homer Simpson,no no i want to be alone with my thought
BOXING ANNOUNCER,the fans are getting just a little bit anxious here folks
Homer Simpson,another beer moe
Moe Szyslak,whats the matter homer bloodiest fight of the year and youre sittin there like a thirsty bump on a log
Moe Szyslak,eddie
Eddie,evening moe
Moe Szyslak,want some pretzels
Eddie,no thanks were on duty couple beers would be nice though
Moe Szyslak,thatll be two bucks boys just kidding
Lou,good one moe hey listen were looking for a family of peeping toms that has been terrorizing the neighborhood
Lou,quiet boy let the nice people enjoy their beers uh dont worry this dog has the scent
Eddie,hey whats gotten into bobo
Homer Simpson,ive got some wieners in my pocket
Eddie,that figures come on you stupid dog
Lisa Simpson,youre sending us to a doctor who advertises on pro wrestling
Homer Simpson,you know moe my mom once said something that really stuck with me she said homer youre a big disappointment and god bless her soul she was really onto something
Barney Gumble,dont blame yourself homer you got dealt a bad hand you got crummy little kids that nobody can control
Homer Simpson,you cant talk that way about my kids or at least two of them
Barney Gumble,why you got two i havent met
Homer Simpson,why you heres five you havent met
BOXING ANNOUNCER,and a tremendous right thats just got to hurt ladies and gentlemen this fight is over
TV-STATION ANNOUNCER,all-star boxing is brought to you by dr marvin monroes family therapy center
Homer Simpson,huh what
Tv Wife,honey arent you going to work today
Tv Husband,no i dont think so
Tv Wife,honey you have a problem and it wont get better till you admit it
Tv Husband,i admit this you better shut your big yap
Tv Wife,oh you shut up
Tv Husband,no you shut up
Tv Wife,no you shut up
Tv Husband,oh shut up
Tv Wife,shut up
Tv Husband,shut up
Small Boy,why dont you both shut up
Dr. Marvin Monroe,hi friends im dr marvin monroe does this scene look familiar if so i can help no gimmicks no pills no fad diets just family bliss or double your money back so call today
Announcer,dr marvin monroes family therapy center 1-800-555-hugs why dont you call right now
Homer Simpson,when will i learn the answers to lifes problems arent at the bottom of a bottle heh-heh theyre on tv
Homer Simpson,all right time for a family meeting
Lisa Simpson,why cant we have a meeting when youre watching tv
Homer Simpson,now look you know and i know this family needs help professional help so i made us an appointment with dr marvin monroe
Bart Simpson,the fat guy on tv
Homer Simpson,boxing lisa boxing theres a world of difference
Marge Simpson,gee homer are you sure this is the right thing to do
Homer Simpson,honey ive given this matter a lot of study and of all the commercials i saw his was the best all it costs is two hundred and fifty dollars
Marge Simpson,but we dont have that kind of money
Homer Simpson,well then were just going to have to dig deep marge go get the kids college fund
Lisa Simpson,hey
Marge Simpson,oh homer
Homer Simpson,oh come on marge why scrimp now on the off-chance that theyll actually get in someplace
Marge Simpson,forty-eight forty-nine fifty eighty-eight dollars and fifty cents
Homer Simpson,thats it thats the college fund weve been saving for all these years
Lisa Simpson,i guess id have needed a partial scholarship
Homer Simpson,well were not licked yet to save this family were gonna have to make the supreme sacrifice
Lisa Simpson,no dad please dont pawn the tv
Bart Simpson,oh cmon dad anything but that
Marge Simpson,homer couldnt we pawn my engagement ring instead
Homer Simpson,now i appreciate that honey but we need one hundred and fifty dollars here
Pawn Broker,afternoon simpson so what can i do for you
Homer Simpson,would you pay one hundred fifty dollars for this lovely motorola
Pawn Broker,is it cable-ready
Homer Simpson,ready as shell ever be
Pawn Broker,mister you got yourself a deal
Marge Simpson,all our money the college funds the tv homer youre driving a stake through the hearts of those who love you
Homer Simpson,hey no pain no gain
Receptionist,will you be paying by cash or check
Homer Simpson,cash of course ive got two hundred and fifty dollars right here with me im holding it right now here it is look check it out two hundred and fifty big ones
Bart Simpson,if you really want to impress her show her the big empty space where our tv used to be
Homer Simpson,bart
Homer-ish Husband,come on family lets go celebrate our new found ability to express love for each other im taking you out for frosty chocolate milkshakes
Lisa Simpson,there go my young-girl dreams of vassar
Dr. Marvin Monroe,hello im dr marvin monroe no doubt you recognize me from tv
Lisa Simpson,we would if we had one
Homer Simpson,lisa
Dr. Marvin Monroe,no no homer dont stifle the youngster your family must feel free to express itself thats what these pads and jumbo markers are for i want you to draw for me your fears your anxieties the roots of your unhappiness now take a deep cleansing breathand begin
Dr. Marvin Monroe,no surprises here homer
Dr. Marvin Monroe,homer what have you got for us homer
Homer Simpson,whoops sorry i wasnt paying attention
Dr. Marvin Monroe,well if you had been paying attention perhaps you would have noticed that your family sees you as a rather stern authority figure - an ogre if you will
Marge Simpson,now doctor thats not true
Lisa Simpson,ogre is such a strong word
Bart Simpson,right on doc another successful diagnosis
Dr. Marvin Monroe,whoa okay you want to kill each other thats good thats healthy theres nothing necessarily wrong with hostile conflict all i ask is that you use my patented aggression therapy mallets
Homer Simpson,good idea
Bart Simpson,all right
Marge Simpson,i dont know
Dr. Marvin Monroe,okay lets take another deep cleansing breath
Homer Simpson,wait a minute these mallet things are padded with foam rubber whats the point
Bart Simpson,theyd work much better without the padding doc
Dr. Marvin Monroe,no no thats not true
Bart Simpson,see
Dr. Marvin Monroe,ow gimme that
Dr. Marvin Monroe,yes well that concludes this portion of our treatment
Marge Simpson,are we cured yet
Dr. Marvin Monroe,dont be ridiculous you will be cured but its going to require somewhat more unorthodox methods
Homer Simpson,unortho what
Dr. Marvin Monroe,dont worry ill have plenty of time to explain while i warm up the electric generator
Dr. Marvin Monroe,everyone comfy good now dont touch any of those buttons in front of you for a very important reason ie you are wired in to the rest of your family you have the ability to shock them and they have the ability to shock--
Homer Simpson,arrrgh
Bart Simpson,just testing
Homer Simpson,why you
Dr. Marvin Monroe,no homer not yet
Dr. Marvin Monroe,you see this is what is known as aversion therapy when someone hurts you emotionally you will hurt them physically and gradually you will learn not to hurt each other at all and wont that be wonderful homer
Homer Simpson,oh yes doctor
Bart Simpson,arrrgh
Lisa Simpson,arrrgh
Marge Simpson,bart how could you shock your little sister
Bart Simpson,my finger slipped
Bart Simpson,arrrgh
Lisa Simpson,so did mine
Marge Simpson,bart lisa stop that
Lisa Simpson,arrrgh
Homer Simpson,arrrgh
Lisa Simpson,arrrgh
Marge Simpson,arrrgh
Bart Simpson,arrrgh
Dr. Marvin Monroe,no no no no wait a minute wait wait folks folks if i could not yet this is not the way to get healthy
Waylon Smithers,boy someones really gobbling up the juice sir
C. Montgomery Burns,excellent excellent perhaps this energy conservation fad is as dead as the dodo
Homer Simpson,arrrgh
Dr. Marvin Monroe,no no
Bart Simpson,arrrgh
Lisa Simpson,arrrgh
Marge Simpson,arrrgh
Homer Simpson,arrrgh
Dr. Marvin Monroe,stop no
Receptionist,doctor monroe your other patients have fled the building
Dr. Marvin Monroe,stop stop youre damaging the equipment
Bart Simpson,hey nice hair mom
Marge Simpson,gee i thought we were making real progress
Dr. Marvin Monroe,no im sorry youre not please youve just got to go
Homer Simpson,wait a minute doc your tv commercial said family bliss or double our money back
Dr. Marvin Monroe,oh but that was just all right get the money
Dr. Marvin Monroe,five hundred here just go and never tell anyone you were here
Homer Simpson,wow five hundred smackers
Marge Simpson,homer how wonderful our first pleasant surprise
Lisa Simpson,its not the money as much as the feeling that we earned it
Bart Simpson,you did it dad
Marge Simpson,excuse me dear shouldnt we be heading down to the pawn shop to get our tv back
Homer Simpson,that piece of junk forget it were going to get a new tv twenty-one-inch screen realistic flesh tones and a little cart so we can wheel it into the dining room on holidays
Bart Simpson,yay
Marge Simpson,oh homer we love you
