raw_character_text,spoken_words
Jacques,marge darling i-i want to see you tomorrow not at barneys bowl-a-rama away from the thunderous folly of clattering pins meet me tomorrow for brunch
Jacques,youd love it its not quite breakfast its not quite lunch but it comes with a slice of cantaloupe at the end you dont get completely what you would at breakfast but you get a good meal
Jacques,marge darling there are ten pins in my heart youve knocked over eight wont you please pick up that spare
Jacques,mimosa
Jacques,no no no no no mimosa is the name of the drink its orange juice and champagne youre so wonderful that you thought it was something offensive
Jacques,i am giving her a bowling lesson thank you
Jacques,now marge uh the pins on the three-seven-ten split would be here well make this little piece of food the ball the balls bigger you know that
Jacques,but for food this is a good ball
Jacques,goodbye helen
Jacques,you have a lovely friend there lets hope something runs over her
Jacques,your laughter is like music to me but if you laugh at what i say next i will die for i am about to say something very serious perhaps shocking marge my darling i want you to meet with me again
Jacques,away from prying eyes away from the helens of the world at my apartment the fiesta terrace
Jacques,ive been waiting for you come in my captivating one
Jacques,may i have this dance
Jacques,i like you so much theyre not for bowling you are so naive theyre for lovemaking
Jacques,yes champagne
Jacques,there my darling
Jacques,what cosmic force brought us together marge
Jacques,yes some divine pin-spotter must have placed us side by side
Jacques,standing bravely
Jacques,we must topple
Jacques,marge speak to me
Jacques,its okay indeed
Jacques,to the most beautiful moment in life better than the deed better than the memory the moment of anticipation
Jacques,oh jacques you handsome devil look at you you are really going to strike out tonight
Lenny Leonard,aint you hungry homer
Lenny Leonard,then why arent you eating your sandwich
Lenny Leonard,hey way to go homer way to go
Lisa Simpson,does too
Lisa Simpson,i think she likes my present better
Lisa Simpson,this is gonna be the best birthday breakfast mom ever had
Lisa Simpson,maybe one more
Lisa Simpson,i hope she likes the presents we got her
Lisa Simpson,well i think shes gonna like my hand-made birthday card better
Lisa Simpson,happy birthday
Lisa Simpson,heres your birthday breakfast
Lisa Simpson,no
Lisa Simpson,yeah whatd you get
Lisa Simpson,i think he forgot mom
Lisa Simpson,does too
Lisa Simpson,then how comes shes not putting on any of your perfume
Lisa Simpson,oh brother
Lisa Simpson,dont be scared dad its not so hard taking care of us
Lisa Simpson,mm delicioso
Lisa Simpson,lullaby and good night go to bed and sleep tight close your eyes start to yawn pleasant dreams until the dawn
Lisa Simpson,are you going bowling again tonight mom
Lisa Simpson,oh bart dont you see this is what psychologists call over-compensation mom is racked with guilt because her marriage is failing
Lisa Simpson,bart i read about what happens to kids whose parents no longer love and cherish each other they go through eight separate stages right now im in stage three fear youre in stage two denial
Lisa Simpson,yes you are
Lisa Simpson,yes you are
Lisa Simpson,i stand corrected
Lisa Simpson,frightened bart welcome to stage three fear
Lisa Simpson,sorry bart id love to help you but im mired in stage five self-pity
Marge Simpson,well isnt this nice
Marge Simpson,no homer its mine
Marge Simpson,umm-hmm
Marge Simpson,patty hes out buying me something right now
Marge Simpson,im sure he doesnt do it deliberately
Marge Simpson,well homer and i had a lovely dining experience at chez pierre or the rusty barnacle is nice
Marge Simpson,the place where the waiters sing
Marge Simpson,homer
Marge Simpson,homer were having dinner tonight at the singing sirloin
Marge Simpson,and the kids
Marge Simpson,and my sisters
Marge Simpson,oh perfume
Marge Simpson,whoa hmmm thank you bart
Marge Simpson,uh i-im saving it for a special occasion
Marge Simpson,but this occasion is already so special if we made it any more special we might end up making it less special
Marge Simpson,well its hard for me to judge since ive never bowled in my life
Marge Simpson,you bought that bowling ball for you not for me
Marge Simpson,the holes were drilled for your fingers
Marge Simpson,you never intended for me to use that ball
Marge Simpson,you cant take it back you had your name engraved on it
Marge Simpson,homer im keeping the ball for myself
Marge Simpson,hmmm ill just use my ball
Marge Simpson,im keeping it and im going to use it thank you for the present homer
Marge Simpson,excuse me where do i throw this
Marge Simpson,thank you
Marge Simpson,no thanks im just here out of spite
Marge Simpson,hm well all right
Marge Simpson,never you mind
Marge Simpson,thirteen double a
Marge Simpson,thank you
Marge Simpson,a little warm and moist
Marge Simpson,i dont see what hes doing thats so different from what im doing
Marge Simpson,oh
Marge Simpson,im awfully sorry
Marge Simpson,oh no no homer is my balls name im marge
Marge Simpson,no no thank you mr uh brunswick
Marge Simpson,jacques
Marge Simpson,hmmm
Marge Simpson,sure
Marge Simpson,never
Marge Simpson,no
Marge Simpson,oh i dont want to trouble you
Marge Simpson,all right but im not very good
Marge Simpson,i can hit that one pin all right but the rest of them dont even wobble
Marge Simpson,oh
Marge Simpson,but
Marge Simpson,youre a very good teacher
Marge Simpson,no
Marge Simpson,oh thats very funny
Marge Simpson,oh dear i didnt realize there was so much to this game what do you charge for lessons
Marge Simpson,twenty-five dollars
Marge Simpson,oh well all right when do we start
Marge Simpson,hm very smooth
Marge Simpson,yes very
Marge Simpson,yes
Marge Simpson,smooth
Marge Simpson,yes
Marge Simpson,hmmm
Marge Simpson,yes
Marge Simpson,homer homer
Marge Simpson,its a very challenging hobby
Marge Simpson,umm-hmm but i think ill do much better tomorrow night
Marge Simpson,well sure if you dont mind taking care of the kids again
Marge Simpson,good night homer
Marge Simpson,oh jacques it fits you got it in my size and it has my name on it its really for me
Marge Simpson,you didnt have to drop me off
Marge Simpson,oh jacques im a married woman
Marge Simpson,whats brunch
Marge Simpson,i dont think so
Marge Simpson,oh oh well all right
Marge Simpson,what homer
Marge Simpson,here you go kids special lunches lots of good things for growing bodies and some treats just for fun
Marge Simpson,hm yes i am as a matter of fact heres more treats but dont worry your dad will take care of dinner
Marge Simpson,goodbye lisa my darling little lisa
Marge Simpson,goodbye bart my special little guy
Marge Simpson,im a married woman please dont call me that
Marge Simpson,oh well thank you
Marge Simpson,oh yes hello helen
Marge Simpson,were uh
Marge Simpson,hmm-hmm
Marge Simpson,goodbye helen
Marge Simpson,that doesnt shock me
Marge Simpson,sure
Marge Simpson,you certainly have a lot of bowling trophies
Marge Simpson,really
Marge Simpson,please
Marge Simpson,thank you
Marge Simpson,destiny
Marge Simpson,like two fragile bowling pins
Marge Simpson,until inevitably
Marge Simpson,is thursday okay
Marge Simpson,sure
Marge Simpson,goodbye homer
Marge Simpson,of course
Patty Bouvier,good
Patty Bouvier,do you know the heimlich maneuver
Patty Bouvier,oh marge he never gets you anything you want he always gets something for himself
Patty Bouvier,remember when he got you the tackle box
Patty Bouvier,and when he surprised you with the connie chung calendar
Patty Bouvier,no no no we want to take you someplace fun the singing sirloin
Patty Bouvier,thirty-four years old
Patty Bouvier,someone who eats with his mouth shut
Patty Bouvier,nothing finish your steak look at him wolf down that gristle
Selma Bouvier,no
Selma Bouvier,um-hm its an accident waiting to happen
Selma Bouvier,like the tackle box
Selma Bouvier,and connie chung
Selma Bouvier,umm-hmm
Selma Bouvier,time enough to start over with a new man
