raw_character_text,spoken_words
C. Montgomery Burns,simpson eh a family man
C. Montgomery Burns,id like to see our self-styled valentino tomorrow morning smithers
C. Montgomery Burns,what in blue blazes do you think youre doing simpson
C. Montgomery Burns,i mean this
C. Montgomery Burns,a plant employee carrying on like an oversexed orangutan in heat this is a family nuclear-power plant simpson our research indicates that over 50 percent of our power is used by women i will not have you offending my customers with your bawdy shenanigans
C. Montgomery Burns,just a second simpson smithers would you leave the room for a minute
C. Montgomery Burns,simpson i am by most measures a successful man i have wealth and power beyond the dreams of you and your clock-punching ilk and yet ive led a solitary life the fair sex remains a mystery to me you seem to have a way with women a certain how shall i put it animal magnetisme help me simpson tell me your secret
C. Montgomery Burns,simpson im asking you nicely
C. Montgomery Burns,simpson
C. Montgomery Burns,of course its simplicity itself i wont forget this simpson now return to your work and tell no one of what transpired here
C. Montgomery Burns,homer simpson
C. Montgomery Burns,how does he do it smithers
C. Montgomery Burns,you with the hair down in front
Carl Carlson,hey dont worry things are gonna pick up once the entertainment gets here
Carl Carlson,yessir
Carl Carlson,okay eugene one last taste of bachelor freedom
Carl Carlson,now this is what i call a party
Eugene Fisk,i love you dad
Freddie,woo i got to have a copy of that
Freddie,aw come on
Gulliver Dark,ive heard it said so often they couldnt love their wives oh but i think thats just foolish men must have hearts made of stone
Gulliver Dark,oh i could love a million girls every girl in between yeah i could love a chinese girl an eskimo or fin
Gulliver Dark,get off my stage fatboy
Gulliver Dark,sorry partner i didnt recognize you at first ladies and gentlemen its an honor to have a real swinging cat with us tonight homer simpson party guy
Gulliver Dark,mister mistro oh i could love a million girls every girl in between yeah i could love a chinese girl an eskimo or fin i could dig a deuchland chick a girl with golden curl in fact i think that we could love
Gulliver Dark,you know my mom sounded a little down the other day i better give her a call
Homer Simpson,oh it was delightful the frosting on the cake was this thick and eugene fisk my poor sucker of an assistant didnt know the fruit punch was spiked and he really made an ass of himself putting the moves on the new girl in valve maintenance
Homer Simpson,pffft i have to warn you marge -- i think the poor young thing has the hots for yours truly
Homer Simpson,just keepin you on your toes babe
Homer Simpson,two-hundred and thirty-nine pounds im a blimp why are all the good things so tasty from now on exercise every morning
Homer Simpson,oh no two-hundred and thirty-nine pounds im a whale why was i was cursed with this weakness for snack treats well from now on exercise every morning homer
Homer Simpson,good idea marge by the way this friday night im gonna be attending a little get-together with the boys at work eugene fisk is marrying some girl in valve maintenance
Homer Simpson,no no marge its gonna be very classy a tea-and-crumpets kind of thing
Homer Simpson,no my supervisor
Homer Simpson,hey what is this the spanish exposition
Homer Simpson,bart what are you doing
Homer Simpson,where am i the planet cornball
Homer Simpson,oooh entertainment
Homer Simpson,hey shut up
Homer Simpson,ooh look at him squirm
Homer Simpson,im sorry i dont usually laugh like this
Homer Simpson,oh this is the most fun ive had in my whole life
Homer Simpson,one glazed and one scratch-and-win please
Homer Simpson,sorry buddy you got me confused with fred flintstone
Homer Simpson,oooh liberty bell another liberty bell one more and im a millionaire come on liberty bell please please please please please please that purple fruit thing where were you yesterday
Homer Simpson,what are you on pal
Homer Simpson,well a doo dee doo doo to you too pint size
Homer Simpson,man you get a lot of nutcases in here
Homer Simpson,i hear ya buddy whew full moon
Homer Simpson,hmmm still got it
Homer Simpson,i-its meaningless marge dont even attempt to find meaning in it theres nothing between me and princess kashmir
Homer Simpson,your photo
Homer Simpson,why you little --
Homer Simpson,look marge honey baby doll i
Homer Simpson,what are you saying honey
Homer Simpson,but where will i sleep
Homer Simpson,would a motel be okay
Homer Simpson,aw i knew youd come to your
Homer Simpson,oh moe my wife gave me the old heave-ho because of some lousy picture
Homer Simpson,motel i guess
Homer Simpson,look barney see the row of tiny lights up there the middle one is my house someone must have left the porch light on
Homer Simpson,barney
Homer Simpson,dont listen to him marge hes
Homer Simpson,no barn i just want to crawl into bed
Homer Simpson,oh no
Homer Simpson,what do you mean sir
Homer Simpson,it wont happen again sir i promise may i get out of your sight now
Homer Simpson,uh mr burns in spite of what everybody thinks im no lover-boy
Homer Simpson,i dont really know sir
Homer Simpson,well uh wine em dine em bring em flowers write em love poetry sir
Homer Simpson,anybody home
Homer Simpson,hows your mom
Homer Simpson,oh thanks boy
Homer Simpson,hello marge its me homer
Homer Simpson,are you still mad you are still mad no need to say it im your loving husband i can read you like a book ill just have some milk
Homer Simpson,look im not drinking out of the carton come on marge please forgive me im sorry im so sorry
Homer Simpson,yes i do because im hungry my clothes are smelly and im tired
Homer Simpson,oh he does not
Homer Simpson,so what should i do marge
Homer Simpson,okay your wish is my command my little
Homer Simpson,you see im trying to teach my son here about treating woman as objects
Homer Simpson,forget that im teaching my boy a lesson is she here or not
Homer Simpson,marge marge were gonna try one more place the sapphire lounge bart i said look at the floor
Homer Simpson,there she is hey princess its me the guy from the snap shot
Homer Simpson,oooo
Homer Simpson,look im here because i want to apologize for treating you like an object
Homer Simpson,i also want my boy to find out that youre more than just a belly i want him to meet the woman behind all the spangles and glitter and find out that she has thoughts and feelings too
Homer Simpson,could you tell him a little about yourself
Homer Simpson,thank you very much maam well be out of your
Homer Simpson,oh no
Homer Simpson,ahhhhhh
Homer Simpson,about a million girls
Homer Simpson,hep heyyy whoooo look out yeah da da da da da
Homer Simpson,uh-oh wait a minute wait a minute stop the music quiet please i have something to say quiet
Homer Simpson,quiet i have something to say to all the sons out there to all the boys to all the men to all of us its about women and how they are not mere objects with curves that make us crazy no they are our wives they are our daughters our sisters our grandmas our aunts our nieces and nephews -- well not our nephews -- they are our mothers and you know something folks as ridiculous as it sounds i would rather feel the sweet breath of my beautiful wife on the back of my neck as i sleep than stuff dollar bills into some strangers g-string am i wrong or am i right
Homer Simpson,marge
Lenny Leonard,presenting princess kashmir queen of the mysterious east
Lenny Leonard,she wants you
Lewis Clark,hey bart how come milhouse gets a copy of your girlie picture and i dont i thought i was your friend too
Lewis Clark,sorry dad
Lisa Simpson,female carrier bart
Lisa Simpson,ewww gross
Lisa Simpson,mom bart was taking a picture of his butt
Lisa Simpson,yay fried shrimp
Lisa Simpson,ewwwww
Lisa Simpson,yeah eat it bart
Lisa Simpson,i wonder when dads coming home
Lisa Simpson,hi daddy
Lisa Simpson,still kinda ticked off
Marge Simpson,so how was the office birthday party
Marge Simpson,does this girl like him
Marge Simpson,homer
Marge Simpson,you are not a blimp homer youre my big cuddly teddy bear
Marge Simpson,dont strain yourself dear
Marge Simpson,homer is this some kind of stag party
Marge Simpson,eugene fisk isnt he your assistant
Marge Simpson,didnt he used to be your assistant
Marge Simpson,sorry homer
Marge Simpson,bart
Marge Simpson,go take some wildlife pictures or something
Marge Simpson,stop it you two and put on some nice clothes since its just the four of us tonight were having dinner at the rusty barnacle
Marge Simpson,your father hes having a boys night out
Marge Simpson,bart
Marge Simpson,oh bart excuse me sir the party next door seems to be a little raucous could you please ask them to quiet down a little bit please
Marge Simpson,bart quit fooling around and eat your dinner
Marge Simpson,okay but dont dawdle your food will get cold
Marge Simpson,what are we laughing at
Marge Simpson,what is the meaning of this
Marge Simpson,princess who
Marge Simpson,why you big
Marge Simpson,bart go to your room
Marge Simpson,homer i dont even want to look at you right now
Marge Simpson,my suggestion is for you to sleep in the filth you created
Marge Simpson,here if you have any soul left youll need these i know i will
Marge Simpson,who is this
Marge Simpson,homer you dont even know why youre apologizing
Marge Simpson,ive been thinking homer and you know what bothers me the most about this whole thing you taught bart a very bad lesson your boy idolizes you
Marge Simpson,yes he does homer and when he sees you treating women as objects hes going to think that its okay you owe your son better than that homer
Marge Simpson,well i think you should take bart to meet this exotic belly-person i want him to see that shes a real human being with real thoughts and real feelings i want bart to see you apologize for the way you treated her
Marge Simpson,do it
Marge Simpson,oh hes sunk even lower
Marge Simpson,homer
Martin Prince,the meeting of the future photographers of america is now in session
Martin Prince,we would like to welcome our new member bart simpson
Martin Prince,my goodness quite exciting
Martin Prince,whos the sexy lady bart
Martin Prince,bart id really appreciate a print of your masterwork
Milhouse Van Houten,come on bart youre gonna make me a print arent you
Milhouse Van Houten,okay
Milhouse Van Houten,yep
Milhouse Van Houten,yep
Milhouse Van Houten,yep
Milhouse Van Houten,yep
Milhouse Van Houten,psst look what i got
Milhouse Van Houten,sorry
Milhouse Van Houten,well okay
Moe Szyslak,whats the matter homer hottest ladies night in months and youre not even checking out the action
Moe Szyslak,this one
Mr. Fisk,i love you son
Mr. Fisk,and just as i was asking myself where did my seven-year-old boy get the money for a fathers day present i opened the box and inside was little eugenes baseball glove he had given me the one thing that mattered most to him in the whole world and eugene when i see you the one thing that matters most to me in the whole world married tomorrow im going to know just how you felt that day
Mr. Fisk,how do i tell you this my boy were in hell
Princess Kashmir,care to dance
Princess Kashmir,oh oh hi
Princess Kashmir,uh-huh
Princess Kashmir,oh okay but can we make it quick
Princess Kashmir,well um my real names shawna tifton my pet peeve is rude people and my turn ons include silk sheets and a warm fire place
Princess Kashmir,get out of my cage my boss will freak out
Rev. Timothy Lovejoy,why this sheep has strayed from my own flock his names
Waylon Smithers,homer simpson sir a low-level employee in sector 7-g
Waylon Smithers,wife and three kids sir
Waylon Smithers,homer simpson homer simpson report at once to mr burns office
Waylon Smithers,yes sir
Waylon Smithers,hes a love machine sir
