raw_character_text,spoken_words
Homer Simpson,not now marge
Homer Simpson,lisa lisa are you still in there whats the problem did you fall in lisa
Homer Simpson,wha th--
Homer Simpson,where the hell are my keys who stole my keys come on im late for work
Homer Simpson,the den great idea
Homer Simpson,do you know where my keys are
Homer Simpson,rumpus room great idea
Homer Simpson,bart
Homer Simpson,all right hey hey
Homer Simpson,come on come on lets go
Homer Simpson,must you do this every time
Homer Simpson,oh no im not down im -- get up you get up come on
Homer Simpson,okay here we go
Homer Simpson,get out of the way how come hes not ducking ugh wait a minute i cant get my get out of the way stupid
Homer Simpson,ohhh get out of the corner
Homer Simpson,what did you do this time you little hoodlum oop get out of the way
Homer Simpson,lisa
Homer Simpson,lisa refuses to play dodge ball because she is sad well she doesnt look sad i dont see any tears in her eyes
Homer Simpson,oh sure i would princess i have feelings too you know like my stomach hurts or im going crazy why dont you climb up on daddys knee and tell him all about it
Homer Simpson,well eh ereh
Homer Simpson,come on lisa ride the homer horsey giddiyap whee
Homer Simpson,thanks for knowing i mean well
Homer Simpson,youre right bart vacuum this floor
Homer Simpson,in times of trouble you got to go with what you know now hop to it boy
Homer Simpson,oh no come on dont let that boy -- get out of the oh no not again dont dont dont great get over oh geeze
Homer Simpson,i am not its just that i couldnt concentrate with that infernal racket lisa lisa
Homer Simpson,lisa what did i tell you about playing that saxamathing in the house
Homer Simpson,lisa im sorry i didnt mean to yell go ahead -- play your blues if itll make you happy
Homer Simpson,lets hear it
Homer Simpson,you just clack as loud as you want lis
Homer Simpson,what th
Homer Simpson,bart go easy on me im your dad
Homer Simpson,no bart no
Homer Simpson,you know marge getting old is a terrible thing i think the saddest day of my life is when i realized i could beat my dad at most things and bart experienced that at the age of four so why are you still awake
Homer Simpson,oh so thats it this is some kind of underwear thing
Homer Simpson,oh no marge
Homer Simpson,marge are you all right
Homer Simpson,then youve heard oh god what are we doing to do the lanes were kinda warped but oh the food
Homer Simpson,oh me too
Homer Simpson,bart
Homer Simpson,gimme some quarters im doing my laundry
Homer Simpson,wheres the video boxing
Homer Simpson,hey that kids pretty good
Homer Simpson,no me no me
Homer Simpson,listen -- can you teach me to fight like you do
Homer Simpson,aw come on
Homer Simpson,you little ruff ruff ruff
Homer Simpson,thats okay with the tips youve given me im going to pound the tar out of a certain little smarty pants tonight
Homer Simpson,excuse me i think i hear my wife calling
Homer Simpson,just try not to kill me too hard son heh-heh-heh
Homer Simpson,kid tonights not your night
Homer Simpson,oh oh block it
Homer Simpson,uh-oh you missed me
Homer Simpson,ha ha i got you dont try that i got ya ill block you and the crowd is on its feet as hurricane homer moves in for the kill
Homer Simpson,quiet marge this is my big moment
Homer Simpson,bart-the-bloody-pulp simpson is on the ropes hes hoping ill put him out of his misery well youre in luck bart here comes my right
Homer Simpson,oh noooo
Homer Simpson,my game my game i coulda beat the boy marge how could you i was so close
Homer Simpson,what
Jacqueline Bouvier,wait margie before you go out that door lets put our happy face on because people know how good a mommy you have by the size of your smile
JANEY,cmon lees what are you waiting for
JANEY,chuck that spaghetti
Lisa Simpson,but mr largo thats what my countrys all about
Lisa Simpson,oh dad
Lisa Simpson,here
Lisa Simpson,just take mine a simple cupcake will bring me no pleasure
Lisa Simpson,im wailing out for the homeless family living out of its car the iowa farmer whose land has been taken away by unfeeling bureaucrats the west virginia coal miner coughing up his
Lisa Simpson,every day at noon a bell rings and they herd us in here for feeding time and we sit around like cattle chewing our cuds dreading the inevitable
Lisa Simpson,i choose not to participate
Lisa Simpson,in other words to dodge the ball
Lisa Simpson,im too sad
Lisa Simpson,its not that kind of sad im sorry dad but you wouldnt understand
Lisa Simpson,im just wondering whats the point would it make any difference at all if i never existed how can we sleep at night when theres so much suffering in the world
Lisa Simpson,sorry dad i know you mean well
Lisa Simpson,no not really
Lisa Simpson,so typical of bart all he thinks about is himself
Lisa Simpson,is not
Lisa Simpson,is not
Lisa Simpson,is not
Lisa Simpson,no maggie come here girl come to me
Lisa Simpson,no maggie dont go for the glitter look for substance
Lisa Simpson,all right maggie just go to bart
Lisa Simpson,i was just playing the blues dad
Lisa Simpson,no thats okay dad ill just work on my fingering unless my fingers clacking on the keys is too loud for you
Lisa Simpson,ive got to find that sound
Lisa Simpson,that was beautiful whats it called
Lisa Simpson,thanks mr murphy
Lisa Simpson,ew howd you get a name like that
Lisa Simpson,yeah
Lisa Simpson,i have problems too
Lisa Simpson,okay
Lisa Simpson,i got a bratty brother he bugs me every day and this mornin my own mother she gave my last cupcake away my dad acts like he belongs he belongs in the zoo im the sadest kid in grade number two
Lisa Simpson,yeah but i dont feel any better
Lisa Simpson,but mom cant i stay a little longer
Lisa Simpson,i dont want your pity
Lisa Simpson,how
Lisa Simpson,but i dont feel like smiling
Lisa Simpson,i feel more popular already
Lisa Simpson,thanks
Lisa Simpson,not me
Lisa Simpson,uh-huh
Lisa Simpson,okay
Lisa Simpson,no sir
Lisa Simpson,wow mom
Lisa Simpson,okay mom
Lisa Simpson,i feel like smiling
Marge Simpson,oh homer youd lose your head if it werent securely fastened to your neck
Marge Simpson,im sorry everybody but ive only got two cupcakes for the three of you
Marge Simpson,homer
Marge Simpson,but they sent a note from school
Marge Simpson,no bart this note isnt about you
Marge Simpson,lisa honey why dont we go upstairs and ill draw you a nice hot bath that helps me when i feel sad
Marge Simpson,homer wake up wake up oh my here let me wipe off that drool
Marge Simpson,well im still trying to figure out whats bothering lisa i dont know barts such a handful and maggie needs attention but all the while our little lisas becoming a young woman
Marge Simpson,good night homer
Marge Simpson,lisa get away from that jazzman
Marge Simpson,come on come on we were worried about you nothing personal i just fear the unfamiliar
Marge Simpson,no im very upset
Marge Simpson,im upset about lisa
Marge Simpson,do you think youre being nice enough to your sister bart
Marge Simpson,you do love her dont you
Marge Simpson,well you do dont you
Marge Simpson,okay bart you dont have to say it but you do have to have a loving attitude be nice to your sister
Marge Simpson,go on bart no time like the present
Marge Simpson,lisa youll be late for band practice lets go
Marge Simpson,now lisa listen to me this is important i want you to smile today
Marge Simpson,well it doesnt matter how you feel inside you know its what shows up on the surface that counts thats what my mother taught me take all your bad feelings and push them down all the way down past your knees until youre almost walking on them and then youll fit in and youll be invited to parties and boys will like you and happiness will follow
Marge Simpson,come on you can do better than that
Marge Simpson,ah thats my girl
Marge Simpson,lisa i apologize to you i was wrong i take it all back always be yourself you want to be sad honey be sad well ride it out with you and when you get finished feeling sad well still be there from now on let me do the smiling for both of us
Marge Simpson,i said you could stop smiling lisa
Marge Simpson,boys id like your attention please
Marge Simpson,im sorry but this is more important than that silly loud game
Marge Simpson,oh calm down homer lisa has an idea that she thinks would be fun for the whole family
Moe Szyslak,yeah moes tavern moe speaking
Moe Szyslak,who
Moe Szyslak,hold on uhjacques strap hey guys im looking for a jacques strap
Moe Szyslak,what -- oh wait a minute -- jacques strap its you isnt it you cowardly little runt when i get hold of you i am gonna gut you like a fish and drink your blood
Ms. Barr,lisa we are playing dodge ball here the object of the game is to avoid the ball by weaving or ducking out of its path
Ms. Barr,listen missy just tell me why you werent getting out of the way of those balls
Ms. Barr,too sad to play dodge ball thats ridiculous now lets see some enthusiasm play ball
Ralph Wiggum,hey nice smile
Ralph Wiggum,you know i used to think you were some sort of a brainiac but i guess youre okay
