raw_character_text,spoken_words
Homer Simpson,tough day at school boy
Homer Simpson,so you had a little scuffle eh hope you won
Homer Simpson,bart your mother has the fool idea that youre upset about something
Homer Simpson,come on bart we dont want your mother to see you crying here let me help you dry those tears
Homer Simpson,so whats the problem son
Homer Simpson,come on marge i dont bug you when youre helping lisa
Homer Simpson,what and violate the code of the school yard id rather bart died
Homer Simpson,the code of the school yard marge the rules that teach a boy to be a man lets see dont tattle always make fun of those different from you never say anything unless youre sure everyone feels exactly the same way you do hmmm what else
Homer Simpson,yeah right this ought to be good for a laugh
Homer Simpson,aw marge
Homer Simpson,well thank you very much mrs maharishi gandhi lets go boy
Homer Simpson,now heres that bully of yours show me your stuff
Homer Simpson,no no not like that like this
Homer Simpson,see that boy you didnt expect that did you and neither will he
Homer Simpson,unfortunately son we simpsons sometimes have to bend the rules a little in order to hold our own
Homer Simpson,so the next time this bully thinks youre gonna throw a punch you throw a glob of mud in his eyes and then you sock him when hes staggering around blinded
Homer Simpson,and theres nothing wrong with hitting someone when his back is turned
Homer Simpson,and if you get the chance get em right in the family jewels that little doozys been a simpson trademark for generations
Homer Simpson,awright you kids keep it down am i making myself
Homer Simpson,you up in the tree the tall gray haired kid get your butt down here right now
Homer Simpson,what about you boy
Homer Simpson,cupcakes
Lewis Clark,pass it on
Lewis Clark,nelsons at the arcade general
Lisa Simpson,keep your greasy mitts outta there
Lisa Simpson,its mrs hoovers birthday
Lisa Simpson,no there arent
Lisa Simpson,im not greasing the wheels dad i like my teacher
Lisa Simpson,dad i get good grades cause im smart and i pay attention and i study hard
Lisa Simpson,oh brother
Lisa Simpson,here otto i made an extra one for you
Lisa Simpson,youre welcome
Lisa Simpson,forget it
Lisa Simpson,tell me more
Lisa Simpson,youll never get one now mr name-caller
Lisa Simpson,you werent thinking were you
Lisa Simpson,im not a sniveling toad am i
Lisa Simpson,im not a little egg sucker am i
Lisa Simpson,then what am i
Lisa Simpson,what do you like best about me
Lisa Simpson,well hm
Lisa Simpson,open your mouth and close your eyes and you will get a big surprise
Lisa Simpson,look janey cupcakes
Lisa Simpson,hey give those back
Lisa Simpson,dont bart hes a friend of nelson muntz
Lisa Simpson,hey everybody here comes my brother bart the bully killer
Lisa Simpson,bart heres that cupcake you wanted i cant help but think if i had just given it to you in the first place this whole horrible tragedy could have been avoided i know you cant eat it now so ill just place it lovingly on your forehead
Lisa Simpson,bart you cant go on like this
Lisa Simpson,why dont you go see grampa
Lisa Simpson,hell give you good advice hes the toughest simpson alive
Lisa Simpson,yeah remember the fight he put up when we put him in the home
Lisa Simpson,eww knock it off
Marge Simpson,these are for lisas class
Marge Simpson,uh-uh homer lisas making these for her teacher
Marge Simpson,bart
Marge Simpson,homer
Marge Simpson,thats better homer be brave bye bye bart you were always my special little guy
Marge Simpson,bart what happened to you
Marge Simpson,a bully
Marge Simpson,well bart i hope youre going straight to the principal about this
Marge Simpson,what on earth are you talking about homer
Marge Simpson,oh homer thats ridiculous bart instead of fighting why dont you try a little understanding
Marge Simpson,shh this bully friend of yours is he a little on the chunky side
Marge Simpson,huh huh and ill bet he doesnt do well in his studies either
Marge Simpson,thats why he lashes out at the world
Marge Simpson,so tomorrow instead of bickering with this boy talk to him youll be surprised how far a little understanding will go
Marge Simpson,are you boys through playing war
Marge Simpson,good then here are some cupcakes
Milhouse Van Houten,bart its lunchtime
Milhouse Van Houten,youve gotta tell principal skinner bart
Milhouse Van Houten,thanks bart we got the day off from school for this
Milhouse Van Houten,no why
Milhouse Van Houten,nelsons at the elm street video arcade
Nelson Muntz,nah this happens all the time somebody elses blood splatters on me
Nelson Muntz,hey wait a minute youre right you made me bleed my own blood
Nelson Muntz,ill get you after school man
Nelson Muntz,hmmm lunchtime lunchtime
Nelson Muntz,ill see you at the flagpole at three fifteen
Nelson Muntz,hey look they got food at this thing and heres one for the road dude
Nelson Muntz,put em up
Nelson Muntz,im gonna get you again tomorrow simpson
Nelson Muntz,put em up
Nelson Muntz,what flavor did you get
Nelson Muntz,hey you two birds youre gonna be sucking all your meals through straws if you two dont shut your traps
Nelson Muntz,well looky here little bart simpson
Nelson Muntz,ha oh yeah you and what army
Nelson Muntz,the second you untie me im going to beat you to death man
Nelson Muntz,hah youre gonna have to sometime
Nelson Muntz,all right ill sign
Nelson Muntz,yes mrs simpson
Otto Mann,yo bart-dude
Otto Mann,thats bad news man
Otto Mann,oh thanks little lady
Otto Mann,goodbye little dude he looks so life-like man
Seymour Skinner,hello kids everything above the board here good play friendly children
Seymour Skinner,uh oh theres your bell come along now all of you
Seymour Skinner,no dawdling now
Seymour Skinner,oh no no no hell get you after school son now hurry up its time for class
Seymour Skinner,scoot young simpson theres learning afoot
Seymour Skinner,yes the school nurse did a wonderful job reconstructing his little face after the fight goodbye son i guess you were right all that homework was a waste of your time
