raw_character_text,spoken_words
Dr. J. Loren Pyror,i see like jane goodall and the chimps
Dr. J. Loren Pyror,uh-huh this is most impressive bart you write up your proposal while i talk to principal skinner
Dr. J. Loren Pyror,you know outline your project what you hope to achieve what youll require to do it
Dr. J. Loren Pyror,uh finished already principal skinner will be very interested to to
Dr. J. Loren Pyror,oh you know you misspelled confession
Edna Krabappel-Flanders,now i dont want you to worry class these tests will have no effect on your grades they merely determine your future social status and financial success if any
Edna Krabappel-Flanders,youre right martin bart
Edna Krabappel-Flanders,remember to visualize the complex problems and relax the test will start now
Edna Krabappel-Flanders,shhhhh visualize it bart
Edna Krabappel-Flanders,bart there are students in this class with a chance to do well will you stop bothering them
Edna Krabappel-Flanders,certainly martin
Edna Krabappel-Flanders,what are you looking at bart are those naughty dogs back again
Edna Krabappel-Flanders,you have twenty minutes class
Ethan Foley,o memsahib bart rabbi has memo
Ethan Foley,without law and order man has no freedom
Ethan Foley,what do you think of the new kid
Homer Simpson,hmmmm how could anyone make a word out of these lousy letters
Homer Simpson,oh wait heres a good one -- do
Homer Simpson,hey no abbreviations
Homer Simpson,hey shut up boy
Homer Simpson,we got one
Homer Simpson,get outta here
Homer Simpson,wait a minute you little cheater youre not going anywhere until you tell me what a kwyjibo is
Homer Simpson,ill show you a big dumb balding ape
Homer Simpson,thats exactly the kind of crapola thats lousing him up hey look at this i am a weiner he sure is
Homer Simpson,what have you done this time boy
Homer Simpson,yeah its a crummy system but what are you gonna do
Homer Simpson,oh no he cant mean that
Homer Simpson,my wife thinks you want me to pay for it
Homer Simpson,oh
Homer Simpson,what do we need a psychiatrist for we know our kid is nuts
Homer Simpson,a what
Homer Simpson,this lunkhead
Homer Simpson,nine hundred and twelve
Homer Simpson,oh
Homer Simpson,come on bart your mothers only trying to help so go ahead and enjoy the show
Homer Simpson,doc this is all too much i mean my son a genius -- how does it happen
Homer Simpson,how bout a tie son everybody knows boy geniuses wear ties
Homer Simpson,sorry boy
Homer Simpson,nonsense marge frosty krusty flakes are what got him where he is today
Homer Simpson,it could be one of these chemicals here that makes him so smart lisa maybe you should try some of this
Homer Simpson,im just saying why not have two geniuses in the family sort of a spare in case barts brain blows up
Homer Simpson,gotcha
Homer Simpson,dont worry son you can have mine here let me show you how to put on a tie
Homer Simpson,the hook goes over the top and these things go in there
Homer Simpson,well there is nothing wrong with a father kissing his son i think now go on boy and pay attention because if you do one day you may achieve something that we simpsons have dreamed about for generations you may outsmart someone
Homer Simpson,so how was it
Homer Simpson,what
Homer Simpson,wow what are you readin there comic books uh guess you dont want to overheat the old noggin eh
Homer Simpson,tell you what to celebrate your first day of genius school whaddaya say we go out for a round of frosty chocolate milkshakes
Homer Simpson,but im not a genius why should i suffer
Homer Simpson,jeez no beer no opera dogs
Homer Simpson,dont stifle the boy marge were supposed to encourage him
Homer Simpson,whos the lard butt
Homer Simpson,pu when is this over
Homer Simpson,is that one fat enough for you son
Homer Simpson,lets go get a burger
Homer Simpson,sorry bart your mother bought us tickets to a snooty movie directed by some swedish meatball
Homer Simpson,well i guess we dont have to do that
Homer Simpson,can it wait son its getting kinda dark
Homer Simpson,can you still see the ball bart
Homer Simpson,oh you dont think so eh well here comes some real heat
Homer Simpson,so what was it you wanted to tell me son
Homer Simpson,well i bet its nothing a little turpentine wont take off come on son
Homer Simpson,dont be discouraged son i bet einstein turned himself all sorts of colors before he invented the light bulb
Homer Simpson,what is it son
Homer Simpson,what
Homer Simpson,why you little --
Homer Simpson,you cant stay in there forever
Homer Simpson,march your butt right out here now
Homer Simpson,but -- son if you dont come out i cant hug you and kiss you and make you feel all better
Ian,if you ask me humankind has freedom a freedom fraught with paradoxes freud shows how childhood shapes our subconscious mind but this helps us to think for ourselves
Ian,uh bart would you wager your cupcake against my
Ian,a rather mediocre genius
Lewis Clark,why dont you go build a rocket ship brainiac
Lisa Simpson,yeah mom hurry up
Lisa Simpson,nurturing
Lisa Simpson,id triple word score
Lisa Simpson,not id dad id its a word
Lisa Simpson,yeah bart youre supposed to be developing verbal abilities for your big aptitude test tomorrow
Lisa Simpson,id along with the ego and the superego one of three components of the psyche
Lisa Simpson,i dont care what that stupid test says bart youre a dimwit
Lisa Simpson,hes the bullfighter
Lisa Simpson,hey lookin good bart
Lisa Simpson,i think barts stupid again mom
Marge Simpson,all right hmmm how about he
Marge Simpson,two points your turn dear
Marge Simpson,we could look this id thing up in the dictionary
Marge Simpson,i think its under the short leg of the couch
Marge Simpson,and a short temper
Marge Simpson,hes a good boy now and hes getting better and sometimes even the best sheep stray from the flock and need to be hugged extra hard
Marge Simpson,hello again principal skinner
Marge Simpson,bart
Marge Simpson,you look very intelligent dear
Marge Simpson,bart this is a big day for you why dont you eat something a little more nutritious
Marge Simpson,homer
Marge Simpson,nurturing your brilliant brain so i got tickets to the opera tonight hurry up get dressed it starts at eight
Marge Simpson,homer youre going too
Marge Simpson,bart i feel so bad for going so many years without uh hmmm whats that word where you encourage something to grow
Marge Simpson,theres no guy with peanuts dear
Marge Simpson,shhh
Marge Simpson,bart stop fooling around homer stop encouraging him
Marge Simpson,shush
Marge Simpson,shhh
Marge Simpson,well come on you two dont forget about the film festival
Marge Simpson,bart what happened
Marge Simpson,whats going on up there
Marge Simpson,oh well
Martin Prince,principal skinner one of my fellow children is vandalizing school property
Martin Prince,over there sir see
Martin Prince,and a sloppy speller too the preferred spelling of wiener is w-i-e-n-e-r although e-i is an acceptable ethnic variant
Martin Prince,you might say you caught him red-handed
Martin Prince,bart i hope you wont bear some sort of simple-minded grudge against me i was merely trying to fend off the desecration of the school building
Martin Prince,pardon
Martin Prince,mrs krabappel isnt bart supposed to face the window so he wont be tempted to look at his neighbors paper
Martin Prince,twice the fare from tucson to flagstaff minus two thirds of the fare from albuquerque to el paso
Martin Prince,hes not bothering me mrs krabappel im finished may i go outside and read under a tree
"Martin Prince, Sr.",who are those people
Milhouse Van Houten,look out bart here comes skinner
Milhouse Van Houten,get lost poindexter
Ms. Melon,you must be bart simpson im ms melon your learning coordinator
Ms. Melon,let me say right at the start that we have one rule here make your own rules if you feel sleepy take a nap if you get bored feel free to take out a book and start reading
Ms. Melon,why anything you want bart
Ms. Melon,a comic book how did this get mixed in here we used it last week as a prop in a film we made about illiteracy
Ms. Melon,bart these are the students who will share your work area this is ethan foley
Ms. Melon,ethan is very good with palindromes -- you know sentences spelled the same backwards and forwards and this is sidney swift
Ms. Melon,oh dont mind sidney hes just speaking in backwards phonetics today he said good morning bart and this is cecile shapiro
Ms. Melon,i wouldnt get too attached bart were dissecting him next week
Ms. Melon,discover your desks people
Ms. Melon,now lets all welcome the newest member of our collective experience bart simpson
Ms. Melon,and now we can continue our debate from yesterday when we left off calvin and tanya were arguing that free will is an illusion
Ms. Melon,very good ian does anyone else have an example of a paradox
Ms. Melon,um-hmm um-hmm well it seems the smartest child in the class is also the quietest bart what other paradoxes affect our lives
Ms. Melon,well i guess that would be a paradox too thank you bart
Ms. Melon,so y equals r cubed over three and if you determine the rate of change in this curve correctly i think you will be pleasantly surprised
Ms. Melon,well dont you get it bart derivative d-y equals three r squared d r over three or r squared d r or r d r r hardy-har-har get it
Ms. Melon,im still trying to get you a lab partner bart if we dont get any volunteers soon ill assign somebody say whats that it looks dangerous
Ms. Melon,all right keep going but you do know what happens when you mix acids and bases right
Richard,yeah beat it professor
Seymour Skinner,you there no chewing gum on school grounds in the trash can with it
Seymour Skinner,oh where
Seymour Skinner,umm whoever did this is in very deep trouble
Seymour Skinner,good boy boys lets see your hands
Seymour Skinner,mmm-hmm good okay simpson
Seymour Skinner,simpson you and i are going to have a little talk
Seymour Skinner,yes in my office after school
Seymour Skinner,send them in
Seymour Skinner,i caught your son defacing school property this morning we estimate the damage at seventy-five dollars and frankly we think its terribly unfair that other taxpayers should foot the bill
Seymour Skinner,that was the idea
Seymour Skinner,by itself something like this might not call for an extreme penaltybut this is not an isolated incident barts behavior is unruly hes frequently absent from school then gives teachers pathetic excuse notesthat are obviously childish forgeries when compared to
Seymour Skinner,well at any rate it is my reluctant decision --
Seymour Skinner,send him in
Seymour Skinner,mr and mrs simpson this our district psychiatrist dr j loren pryor
Seymour Skinner,impossible
Seymour Skinner,i think we should re-test him
Seymour Skinner,oh better yet
Seymour Skinner,i think were all in a mood to celebrate
