raw_character_text,spoken_words
Lisa Simpson,bart look
Lisa Simpson,come on bart the tape showed that the robber heated up a burrito
Lisa Simpson,dont you remember the get-well card we sent to krusty it was after his heart attack when he had a pacemaker put in
Lisa Simpson,wait a minute krusty cant read
Lisa Simpson,no dont you get it bart how could krusty have been reading a magazine if he cant read
Lisa Simpson,bart im starting to think youre right krusty was framed did he have any enemies
Lisa Simpson,sideshow bob
Lisa Simpson,come on bart go with the flow
Lisa Simpson,with all our hearts
Lou,the kids right
Marge Simpson,all this senseless violence i dont understand its appeal
Marge Simpson,hello homie i was hoping you could pick up a half gallon of premium ice cream on your way home from work
Marge Simpson,patty and selma are coming over to show us slides from their trip to the yucatan
Marge Simpson,ooo ive got to go homer my sisters are here
Marge Simpson,oh eight carousels were in for a real treat
Marge Simpson,mmm-hmm
Marge Simpson,hmmm hmmm
Marge Simpson,hmmm very thorough
Marge Simpson,oh homer
Marge Simpson,i know it looks very bad honey -- but who knows maybe itll turn out he was innocent all along
Marge Simpson,these toys are just adorable whod have guessed they were inspired by an insane criminal genius
Patty Bouvier,hello
Patty Bouvier,this is a mexican delicacy called a taco platter hmmm delicious
Patty Bouvier,this is selma taking a siesta
Patty Bouvier,and this is all the mail that awaited us upon our return
Patty Bouvier,and this is selma dropping off our vacation film to be developed
Patty Bouvier,oh goody gumdrops
Patty Bouvier,so the truth comes out
Rev Timothy Lovejoy,i urge every halfway decent member of our community to gather up all merchandise that bears the likeness of krusty that clown prince of corruption and join me in a public burning
Rev Timothy Lovejoy,good people im so happy youre all here tonight but please just a few words of caution now we are going to set this pile of evil ablaze but because these are childrens toys the fire will spread quickly so please stand back and try not to inhale the toxic fumes
Scott Christian,good evening im scott christian kent brockman is off tonight why did the clown cross the road to rob a kwik-e-mart
Scott Christian,the news story behind that enigmatic half-joke right after this commercial message
Scott Christian,krusty the clown is behind bars tonight after a daring twilight robbery of a local kwik-e-mart
Scott Christian,earlier this evening the springfield swat team apprehended the tv clown who appears on a rival station opposite our own emmy award-winning hobo hank
Scott Christian,and just in actual footage of the crime taken with the kwik-e-mart security camera
Selma Bouvier,yoo hoo anybody home
Selma Bouvier,this is our tour group
Selma Bouvier,thus concludes our mexican odyssey
Selma Bouvier,you missed the whole slide show homer
Sideshow Bob,my young friends for years i have been silent save for the crude glissandos of this primitive wind instrument but now destiny has thrust me into the center ring in the coming weeks you will notice some rather sweeping changes in our program please do not be alarmed itchy and scratchy will still have a home here but we will also learn about nutrition self-esteem etiquette and all the lively arts
Sideshow Bob,a volley of musketry flamed thundered roared a profound silence followed broken only by the approaching footsteps of the third brigade
Sideshow Bob,next week chapter thirty five of the man in the iron mask-the death of a titan
Sideshow Bob,well kids thats our show for the day and now the words of mr cole porter
Sideshow Bob,every time we say goodbye i die a little every time we say goodbye i wonder why a little every time we say goodbye goodbye
Sideshow Bob,thanks ted im glad weve finally dispelled the myth that im too uptown for the tots and yet i cant help thinking about poor krusty
Sideshow Bob,this is all very exciting but i think wed do well to explore the more upscale market for instance sideshow bob limited edition prints collectors plates commemorative coins
Sideshow Bob,certainly i take great pride in being able to sign my own name
Sideshow Bob,forgive me children as much as sideshow bob would love to chat he has a show starting in moments here you go three tickets be my guest
Sideshow Bob,come come lets run along
Sideshow Bob,hello children whom do you love
Sideshow Bob,how much do you love me
Sideshow Bob,todays show promises to be a marvelous celebration of the human spirit but first i regret to say i see a youngster who looks troubled
Sideshow Bob,whats your name young man
Sideshow Bob,mmm well perhaps we can shed some light on your problem in a new segment exploring pre-adolescent turmoil i call it choices
Sideshow Bob,bart im reaching out to you
Sideshow Bob,so whats on your mind bart i bet the other children dont accept you
Sideshow Bob,framed
Sideshow Bob,well you know bart as much as i love krusty he was never one to take doctors orders too seriously
Sideshow Bob,ah well bart
Sideshow Bob,the fact is you dont have to be able to read to enjoy the springfield
Sideshow Bob,review of books just look at these amusing caricatures of gore vidal and susan sontag
Sideshow Bob,bart children this whole sordid affair has been a shock to all of us but we must get on with our lives lets try to remember krusty not as a hardened criminal but as that lovable jester who honked his horn and puttered around in his little car
Sideshow Bob,and shot me out of a cannon yes we will never forget that will we bart open your heart i admit i have some mighty big shoes to fill but if you give me a chance i promise you wont be disap
Sideshow Bob,big shoes to fill big shoes to fill big shoes to fill
Sideshow Bob,you know in ancient greece there was a school of thought called stoicist
Sideshow Bob,excuse me
Sideshow Bob,ow my foot you lousy stupid clumsy
Sideshow Bob,yes i admit it i hated him his hackneyed shenanigans robbed me of my dignity for years i played the buffoon while he squandered a fortune on his vulgar appetites thats why i framed krusty i would have gotten away with it too if it werent for these meddling kids
Sideshow Bob,treat kids as equals theyre people too theyre smarter than you think they were smart enough to catch me
