raw_character_text,spoken_words
Homer Simpson,it matters not mon frere and after desserts well adjourn to our second-floor room at the off ramp inn
Homer Simpson,oops
Homer Simpson,hello this is mr sampson
Homer Simpson,no i said sampson not simpson
Homer Simpson,actually the simpsons are neighbors of ours and weve found them to be a quite misunderstood and underrated family
Homer Simpson,ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba
Homer Simpson,ba ba ba ba ba ba ba ba ba ba ba ba
Homer Simpson,you know one day youll learn to move like your old man
Homer Simpson,son theres not a woman alive who can resist a man who knows how to mambo
Homer Simpson,out boy out
Homer Simpson,smooth as a babys behind
Homer Simpson,i think youre right dumplin
Homer Simpson,bart get the door
Homer Simpson,well dont just stand there boy help miss botz with her suitcases
Homer Simpson,bye kids watch out for the boy
Homer Simpson,they all look so tasty but i think ill eat this one right there
Homer Simpson,why
Homer Simpson,oh okay then ill take that one there with the beady eyes
Homer Simpson,oui oui after you and ill be seeing you later
Homer Simpson,because im so carefree
Homer Simpson,more champagne
Homer Simpson,ooops time for a fill-up garçon another bottle of your second-least-expensive champagne
Homer Simpson,you know marge this is just like when we were dating
Homer Simpson,dont forget to tell me when you see the off-ramp
Homer Simpson,no problemo well just get off at the next exit
Homer Simpson,come on marge let me carry you over the threshold
Homer Simpson,sheesh eleven years ago and youve never forgotten it
Homer Simpson,ooh your blue thing with the things
Homer Simpson,well shake a leg mama
Homer Simpson,whoa
Homer Simpson,mmmm
Homer Simpson,so
Homer Simpson,all right i suppose my work here is done
Homer Simpson,i dont like the looks of this
Homer Simpson,ms botz ms botz
Homer Simpson,good lord what have those little hellions done now
Homer Simpson,were so sorry were so sorry
Homer Simpson,oh these things are heavy
Homer Simpson,just so theres no hard feelings heres double your pay no no triple
Homer Simpson,sure
Homer Simpson,aint that the truth you know one time he --
Homer Simpson,just a minute young man i dont know what kind of shenanigans youve been pulling this time but i just had to untie your babysitter and pay her off so that --
Homer Simpson,the what
Homer Simpson,uh uh no are you sure this microphone works uh well i wouldnt say i aided her this is on right because actually it was quite a struggle
Homer Simpson,have you ever seen a kung fu movie it was just like that but now i know her moves so if youre listening to me lady you better think long and hard before trying something like this on homer simpson again
Homer Simpson,lord help me im just not that bright
Homer Simpson,yeah yeah
Homer Simpson,honey can we make up again
Lisa Simpson,bart theres one left and its mine
Lisa Simpson,awww dad
Lisa Simpson,uh-oh school bus
Lisa Simpson,we got money
Lisa Simpson,oh come on bart not again
Lisa Simpson,wow a quarter past six whats keeping dad
Lisa Simpson,hey mom
Lisa Simpson,mom you look so glamorous
Lisa Simpson,dad dances
Lisa Simpson,oh boy the happy little elves meet the curious bear cub
Lisa Simpson,but i want to see what happens
Lisa Simpson,oh no
Lisa Simpson,bart youre just like chilly the elf who cannot love
Lisa Simpson,oh no bart well have nightmares
Lisa Simpson,botz
Lisa Simpson,one eight hundred you snitch no you squeal
Lisa Simpson,come on come on
Lisa Simpson,finally
Lisa Simpson,im calling to report the babysitter bandit shes in our house right --
Lisa Simpson,he isnt
Lisa Simpson,quiet bart lets make the best of this
Lisa Simpson,maggie maggie
Lisa Simpson,maggie wanna watch the happy little elves again
Lisa Simpson,okay but you have to untie me first
Lisa Simpson,we caught her we caught the babysitter bandit shes tied up at our house right now
Lisa Simpson,is there a reward if shes convicted we get t-shirts
Lucille Botzcowski,yes i am ms botz
Lucille Botzcowski,i can handle my own luggage
Lucille Botzcowski,come children lets go watch the happy little elves
Lucille Botzcowski,i said were gonna watch the tape
Lucille Botzcowski,i said youre gonna watch this tape and youre gonna do what i say or im gonna to do something to you and i dont know what that is because everybody has always done what i say
Lucille Botzcowski,bart bart bart bart hmm time to brush your teeth wash your face and say your prayers
Lucille Botzcowski,are you in here
Lucille Botzcowski,oh homemade pickled beets
Lucille Botzcowski,youre a smart young man bart i hope youre smart enough to keep your mouth shut
Lucille Botzcowski,im really not a bad person here while i finish up you guys can watch the rest of your favorite video casette
Lucille Botzcowski,kids stuff hardly worth it lotta junk soiled stupid sampsons
Lucille Botzcowski,oh so you got out of your crib i guess you need to be tied up too
Lucille Botzcowski,maggie where are you
Lucille Botzcowski,maggie maggie
Lucille Botzcowski,please turn off the tv
Lucille Botzcowski,thank you
Lucille Botzcowski,mr sampson can i give you a bit of advice
Lucille Botzcowski,dont turn your back on that boy for a second
Maitre D,why dont you pick one thats a little more frisky sir
Maitre D,well when you choose one thats floating upside down it somewhat defeats the purpose of selecting a live lobster
Maitre D,excellent choice sir may i lead you to your table
Marge Simpson,you forgot the special lunches i made
Marge Simpson,now just a darn
Marge Simpson,well maggie its just you and me again
Marge Simpson,hello id like to talk to dr monroe
Marge Simpson,im marge thirty-four and my problem is my husband he doesnt listen to me he doesnt appreciate me i dont know how much more of this i can --
Marge Simpson,well when we were dating he was sweeter and more romantic and forty pounds thinner and he had hair and he ate with utensils
Marge Simpson,ohhh
Marge Simpson,oh okay well thank you
Marge Simpson,really
Marge Simpson,leave homer
Marge Simpson,leave pedro
Marge Simpson,yeah
Marge Simpson,yeah
Marge Simpson,yeah
Marge Simpson,oh homer
Marge Simpson,i love you too
Marge Simpson,but homer its so expensive
Marge Simpson,oh oh homer i feel giddy wait what about a babysitter
Marge Simpson,not to worry
Marge Simpson,goodness must be a crossed wire
Marge Simpson,this is marge simpson id like a babysitter for the evening
Marge Simpson,well tonight is a very special night your father is taking me out for dinner and dancing
Marge Simpson,like an angel
Marge Simpson,precious i think i hear the doorbell
Marge Simpson,you must be the babysitter
Marge Simpson,thank you for coming on such short notice ms botz
Marge Simpson,here are the phone numbers of the restaurant where well be dining and the motel where well be spending the night youll have to put maggie to bed now but bart and lisa can stay up for another hour until then they can watch a tape from our video library
Marge Simpson,bye now be good gotta go
Marge Simpson,homer you look just like a little boy
Marge Simpson,no because youre wearing a bib
Marge Simpson,except for one thing no chaperone
Marge Simpson,oh there it went
Marge Simpson,okay but watch out dont slam my head like last time
Marge Simpson,dont muss my hair
Marge Simpson,wheeeee
Marge Simpson,this is fun
Marge Simpson,maybe ill go slip into something a little more comfortable
Marge Simpson,youll see
Marge Simpson,oh homer
Marge Simpson,homer would it spoil the mood if i called home you know just to check on the kids
Marge Simpson,homer wake up theres no answer at home
Marge Simpson,so im worried i think we should go home
Marge Simpson,how come all the lights are on
Marge Simpson,i cant tell you how chagrinned we are about all of this
Marge Simpson,oh homer dont say that the way i see it if you raise three children who can knock out and hog-tie a perfect stranger you must be doing something right
Marge Simpson,oh my goodness
Moe Szyslak,lemme check
Moe Szyslak,moes tavern
Moe Szyslak,al
Moe Szyslak,phone call for al al koholic is there an al koholic here
Moe Szyslak,wait a minute listen you little yellow-belly rat jackass if i ever find out who you are ill kill ya
Moe Szyslak,is everything okay homer usually you have a quick one some peanuts a hunka beef jerky a couple pickled eggs and youre outta here
Moe Szyslak,hey you can level with me you got a domestic situation
Moe Szyslak,homer
Moe Szyslak,marge is right you are a pig you can ask anyone in this bar
Moe Szyslak,see youre a pig barneys a pig larrys a pig were all pigs except for one difference once in a while we can crawl out of the slop hose ourselves off and act like human beings homer buy your wife some flowers and take her out for a night on the town candles tablecloth the whole nine yards
Moe Szyslak,im not done after dinner the two of you are going to check into the fanciest motel in town and not check out until the next morning if you get my drift
Moe Szyslak,moes tavern
Moe Szyslak,who
Moe Szyslak,hold on ill check
Moe Szyslak,oliver klozoff call for oliver klozoff
Moe Szyslak,listen you lousy bum if i ever get hold of you i swear ill cut your belly open
