raw_character_text,spoken_words
Homer Simpson,hmm when you put it that way it does sound a little far-fetched but thats the lug youre looking at and i vow to continue spending every free minute i have crusading for safety of course id have a lot less of those free minutes if you gave me the job
Homer Simpson,ill get to work but first i have to say goodbye to some friends
Homer Simpson,friends you have come to depend on me as your safety watchdog so you wont scrape yourself or stub your toes or blow yourselves up but you cant depend on me all your lives you have to learn that theres a little homer simpson in all of us
Homer Simpson,and im gonna have to live with out your respect and awe the only reason im telling you this is im going to be leaving you
Homer Simpson,but dont worry ive just been appointed the new safety inspector at this very plantwith a big fat raise
Homer Simpson,whoa easy dont drop me be careful
Lewis Clark,look theres our school again
Lisa Simpson,heres a good job at the fireworks factory
Lisa Simpson,how bout this supervising technician at the toxic waste dump
Lisa Simpson,yeah dad you can do it
Lisa Simpson,dad eat something its got mustard on it
Lisa Simpson,i dont know what else to do
Lisa Simpson,weve been robbed
Lisa Simpson,look what i found
Lisa Simpson,all right dad
Lisa Simpson,what dad
Lisa Simpson,wow
Lisa Simpson,go dad
Marge Simpson,there there homer youll find a job youve caused plenty of industrial accidents and youve always bounced back
Marge Simpson,are you all right homer
Marge Simpson,well ive been thinking too you know homer youve always been such a good provider but when we got married mr berger promised i could come back to my old job anytime i wanted
Marge Simpson,sure you never forget its just like riding a bicycle
Marge Simpson,what
Marge Simpson,your fathers gone too
Marge Simpson,there he is
Marge Simpson,oh homer how could you think of killing yourself we love you
Marge Simpson,dont be nervous we believe in you homer
Marge Simpson,you did it homer
Marge Simpson,oh homer i am so proud of you
Marge Simpson,well everything your dip sign for instance now people wont be caught off-guard by that little in the road
Marge Simpson,you dont mean youre going to take on your old bosses
Moe Szyslak,moes tavern
Moe Szyslak,who
Moe Szyslak,hold on ill check ah is ip freely here hey everybody ip freely
Moe Szyslak,wait a minute listen to me you lousy bum when i get a hold of you youre dead i swear im gonna slice your heart in half
Moe Szyslak,ahh i dont know hes tough to catch he keeps changing his name
Moe Szyslak,no sorry
Moe Szyslak,i dont think youre ever going to get another job and be able to pay me back
Moe Szyslak,dont worry were still friends
Otto Mann,sorry little dudes party hardy equals tardy
Otto Mann,hey bartdude
Otto Mann,oh funny you should ask man this morning i woke up with this one
Otto Mann,uh not till youre fourteen my little friend
Otto Mann,its a shortcut mrs k trust me
Sherri Mackleberry,hey bart our dad says your dad is incompetent
Smilin Joe Fission,hi there energy eaters im smilin joe fission your atomic tour guide to the strange and exciting world of nuclear power
Smilin Joe Fission,and these are rods of uranium two-thirty-five hi rod hey rod how you doin rod
Smilin Joe Fission,hey you guys look hot
Smilin Joe Fission,uh-oh well how bout a dip in the pool
Smilin Joe Fission,the rods make the water so hot it boils
Smilin Joe Fission,and the steam spins turbines that generate energy
Smilin Joe Fission,uh-oh whoops looks like theres a little leftover nuclear waste no problem ill just put it where nobodyll find it for a million years
Smilin Joe Fission,so now you know the whole true story of nuclear energy our no longer misunderstood friend so keep on smilin
Sylvia Winfield,oh looks like young simpson is going to kill himself
Terri Mackleberry,yeah bart simpson were gonna make you sing
Terri Mackleberry,us mrs krabappel
Terri Mackleberry,it means he spends more time yakking and scarfing down donuts than doing his job
Waylon Smithers,and so this plant harnesses the power of the atom so that we have the energy to run everything from your favorite video game to yummy cotton candy machines lets learn more about nuclear energy shall we lights
Waylon Smithers,and now lets have even more fun
Waylon Smithers,and uh over here is our thermal regulator to your right if you look through this window youll see where our water rejoins the rest of natures biosphere
Waylon Smithers,thats homer simpson sir he used to work here in the plant but we fired him for gross incompetence
Waylon Smithers,but mr burns --
Waylon Smithers,hey hey simpson
Waylon Smithers,burns wants to talk to you privately
Waylon Smithers,yes
Wendell Borton,please try not to shake the seat like that
Wendell Borton,i dont feel so hot
