raw_character_text,spoken_words
Homer Simpson,ouch watch it hey ow ouch
Homer Simpson,so hes going to prison
Homer Simpson,goodbye adil ill send you those civil defense plans you wanted
Homer Simpson,he needs me hey boy
Homer Simpson,sorry marge some wiseguy stuck a cork in the bottle
Homer Simpson,did you hear that marge my boy speaks french
Krusty Doll,i like to play with you i like to play with you i like to play with you
Krusty Doll,i like to play with you i like to play with you i like to play wit youuu i lik to pl wi youuu
Lenny Leonard,yeah over in sector twelve
Lenny Leonard,third floor by the candy machines
Lewis Clark,what are you gonna do with it bart
Lisa Simpson,dad
Lisa Simpson,what do you know about france
Lisa Simpson,bye bart
Lisa Simpson,you know in albania the unit of currency is called the lek
Lisa Simpson,and the national flag is a two-headed eagle on a red field
Lisa Simpson,and the main export is furious political thought
Lisa Simpson,im defending a country where people can think and act and worship any way they want
Lisa Simpson,can too
Lisa Simpson,can too
Lisa Simpson,well okay
Lisa Simpson,your paper-thin commitment to your children sends shivers down my spine may i be excused
Lisa Simpson,goodbye adil have a nice trip
Lisa Simpson,look mom there he is
Lisa Simpson,he brought us gifts his first unselfish act
Lisa Simpson,bart i have something to say thats gonna bother me if i dont say it its good to see you
Marge Simpson,homer what happened
Marge Simpson,bart if you had cleaned up your room when i asked you to your fathers trick back would still be aligned so you pick up this mess right now
Marge Simpson,oh homer how many times do i have to fluff your pillow
Marge Simpson,well okay
Marge Simpson,i know how you like em homer
Marge Simpson,principal skinner
Marge Simpson,homer principal skinners here
Marge Simpson,oh dear
Marge Simpson,deportation you mean kick bart out of the country
Marge Simpson,homer you didnt even ask where bart would be going
Marge Simpson,but bart doesnt speak french
Marge Simpson,well going to france sounds like a fantastic opportunity but i think bart should have a say in this
Marge Simpson,bart how would you like to spend the next three months living in france
Marge Simpson,yes bart
Marge Simpson,mmm-hmm well bart seems very enthusiastic about the idea
Marge Simpson,yes yes
Marge Simpson,goodbye my special my special little guy you will write us wont you
Marge Simpson,bye we miss you
Marge Simpson,the life jacket is under the seat
Marge Simpson,adil
Marge Simpson,well i guess for the next few months yes ill be your mother
Marge Simpson,well now that thats settled ill just clear the dishes
Marge Simpson,oh okay
Marge Simpson,homer
Marge Simpson,lisa
Marge Simpson,homer
Marge Simpson,you sure have taken a shine to little adil
Marge Simpson,well okay i will if you admit you love bart
Marge Simpson,what
Marge Simpson,oh adils a very sweet boy
Marge Simpson,dear bart how is france i dont know why you havent written i guess youre just having too much fun
Marge Simpson,everyone here in the united states is fine we think maggie may say her first word any day now lisa got an a in math which im only mentioning as news -- im not putting you down and your father well last night he went to sleep talking about how much he loves you
Marge Simpson,remember to dress warm and try to be as helpful as you can to your adopted parents
Marge Simpson,hello homer whats that
Marge Simpson,oh my
Marge Simpson,goodbye adil it was a pleasure
Marge Simpson,oh bart my baby boy welcome home
Marge Simpson,homer id love a glass of that wine bart brought us
Milhouse Van Houten,wow a cherry bomb
Milhouse Van Houten,watch out bart its skinner
Milhouse Van Houten,good morning mr skinner
Milhouse Van Houten,so youre gonna flush it
Seymour Skinner,people people no rough-housing on the monkey bars you there tuck in your shirt watch it i saw that
Seymour Skinner,mother please dont call me spanky on school grounds
Seymour Skinner,morning boys
Seymour Skinner,well mother i would like you to meet milhouse lewis richard and bart simpson
Seymour Skinner,mmm-hmm
Seymour Skinner,simpson lets move on now mother shall we
Seymour Skinner,okay mother this way
Seymour Skinner,now hold it right there you
Seymour Skinner,mother
Seymour Skinner,hello mrs simpson im afraid theres been a very disturbing incident at school today
Seymour Skinner,mmm-hmm i understand completely the disturbing incident i was referring to happened this morning when your son flushed an explosive device down the boys lavatory
Seymour Skinner,unfortunately at the same moment my mother was in the girls lavatory making use of the facilities
Seymour Skinner,mr and mrs simpson we have transcended incorrigible i dont think suspension or expulsion will do the trick i think it behooves us all to consider deportation
Seymour Skinner,well perhaps i was being a tad glib let me explain our elementary school participates in a foreign exchange program now normally a student is selected on the basis of academic excellence or intelligence but in barts case im prepared to make a big exception and if youre willing to play along he can spend the next three months studying far far away
Seymour Skinner,actually hed be staying in france in a lovely chateau in the heart of the wine country
Seymour Skinner,oh when hes totally immersed in a foreign language the average child can become fluent in weeks
Seymour Skinner,im sure hell pick up enough to get by and the whole thing wont cost you a dime as long youre willing to take in a student of your own
Seymour Skinner,well for one thing you wouldnt be getting a french boy you would be getting an albanian
Seymour Skinner,no no no no a student from albania its a country on the adriatic sea
Seymour Skinner,mmm-hmm
Seymour Skinner,way to go
Seymour Skinner,you may find his accent peculiar certain aspects of his culture may seem absurd perhaps even offensive but i urge you all to give little adil the benefit of the doubt in this way and only in this way can we hope to better understand our backward neighbors throughout the world
Ugolin,okay kid lets go
Ugolin,hes right you know
Ugolin,cesar look we are rich
Ugolin,and a red hat for you maurice
Ugolin,mmm good sausage
Ugolin,now go to sleep
Ugolin,ungrateful swine we give you food we give you shelter and this is how you repay us
Ugolin,but its only been fermenting for three days
Ugolin,prison oh my
Ugolin,you put in too much it may kill someone
Ugolin,but it is raining outside lets make the wine tomorrow
Ugolin,then send the boy
